place_id,place_type,place_name,category_name,address_name,road_address_name,longitude,latitude,snapshot_date,source
1676336171,starbucks,스타벅스 아현역대로점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 마포구 아현동 330-5,서울 마포구 신촌로 262,126.954829281311,37.5570524904706,2026-09-18,Kakao Local keyword search
1699822267,starbucks,스타벅스 노원구청점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 상계동 705,서울 노원구 노해로 447,127.057745855422,37.6539700937755,2026-09-18,Kakao Local keyword search
1705256411,starbucks,스타벅스 삼성동점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 강남구 삼성동 168-22,서울 강남구 영동대로96길 12,127.063583565949,37.5107397774703,2026-09-18,Kakao Local keyword search
17064822,starbucks,스타벅스 한성대입구역점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 성북구 성북동1가 35-1,서울 성북구 성북로 11,127.00497054935542,37.5891427533446,2026-09-18,Kakao Local keyword search
1707585349,starbucks,스타벅스 더현대서울(B2)R점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 영등포구 여의도동 22,서울 영등포구 여의대로 108,126.92862146911368,37.52587668214201,2026-09-18,Kakao Local keyword search
1710997869,starbucks,스타벅스 송파방이DT점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 송파구 방이동 226-10,서울 송파구 오금로 241,127.120496209987,37.5065652274908,2026-09-18,Kakao Local keyword search
1711009975,starbucks,스타벅스 왕십리역사3F점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 성동구 행당동 168-151,서울 성동구 왕십리광장로 17,127.038237317005,37.5609859895397,2026-09-18,Kakao Local keyword search
17127071,starbucks,스타벅스 마포이마트점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 마포구 신공덕동 173,서울 마포구 백범로 212,126.953312882876,37.5422863379749,2026-09-18,Kakao Local keyword search
17127074,starbucks,스타벅스 홍대삼거리점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 마포구 상수동 86-22,서울 마포구 와우산로 64,126.92328058235611,37.55025439607592,2026-09-18,Kakao Local keyword search
17127086,starbucks,스타벅스 논현힐탑점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 강남구 논현동 216-5,서울 강남구 논현로 648,127.032316923922,37.5115021055498,2026-09-18,Kakao Local keyword search
