"기준_년분기_코드","행정동_코드","행정동_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"20241","11110515","청운효자동","CS300014","신발","6","7","0","0","0","0","1"
"20241","11110515","청운효자동","CS300015","가방","5","5","0","0","0","0","0"
"20241","11110515","청운효자동","CS300016","안경","2","2","0","0","0","0","0"
"20241","11110515","청운효자동","CS300017","시계및귀금속","7","7","0","0","14","1","0"
"20241","11110515","청운효자동","CS300018","의약품","5","6","0","0","17","1","1"
"20241","11110515","청운효자동","CS300019","의료기기","2","2","0","0","0","0","0"
"20241","11110515","청운효자동","CS300020","서적","16","16","0","0","13","2","0"
"20241","11110515","청운효자동","CS300021","문구","6","6","0","0","0","0","0"
"20241","11110515","청운효자동","CS300022","화장품","10","10","0","0","0","0","0"
"20241","11110515","청운효자동","CS300023","미용재료","1","1","0","0","0","0","0"
"20241","11110515","청운효자동","CS300024","운동/경기용품","2","2","0","0","0","0","0"
"20241","11110515","청운효자동","CS300026","완구","4","4","0","0","0","0","0"
"20241","11110515","청운효자동","CS300027","섬유제품","4","4","0","0","0","0","0"
"20241","11110515","청운효자동","CS300028","화초","25","25","8","2","0","0","0"
"20241","11110515","청운효자동","CS300029","애완동물","1","2","0","0","0","0","1"
"20241","11110515","청운효자동","CS300032","가전제품","2","2","50","1","0","0","0"
"20241","11110515","청운효자동","CS300033","철물점","2","2","0","0","50","1","0"
"20241","11110515","청운효자동","CS300035","인테리어","11","11","0","0","0","0","0"
"20241","11110515","청운효자동","CS300036","조명용품","6","6","0","0","0","0","0"
"20241","11110515","청운효자동","CS300038","자동차부품","2","2","0","0","0","0","0"
"20241","11110515","청운효자동","CS300040","재생용품 판매점","2","2","0","0","0","0","0"
"20241","11110515","청운효자동","CS300041","예술품","21","21","5","1","5","1","0"
"20241","11110515","청운효자동","CS300043","전자상거래업","30","30","0","0","13","4","0"
"20241","11110530","사직동","CS100001","한식음식점","347","376","3","12","3","11","29"
"20241","11110530","사직동","CS100002","중식음식점","33","36","3","1","6","2","3"
"20241","11110530","사직동","CS100003","일식음식점","54","61","2","1","2","1","7"
"20241","11110530","사직동","CS100004","양식음식점","81","88","5","4","3","3","7"
"20241","11110530","사직동","CS100005","제과점","37","45","4","2","4","2","8"
"20241","11110530","사직동","CS100006","패스트푸드점","31","43","2","1","0","0","12"
"20241","11110530","사직동","CS100007","치킨전문점","5","13","8","1","0","0","8"
"20241","11110530","사직동","CS100008","분식전문점","46","57","5","3","4","2","11"
"20241","11110530","사직동","CS100009","호프-간이주점","100","112","0","0","1","1","12"
"20241","11110530","사직동","CS100010","커피-음료","179","223","7","16","3","7","44"
"20241","11110530","사직동","CS200001","일반교습학원","36","37","16","6","0","0","1"
"20241","11110530","사직동","CS200002","외국어학원","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS200003","예술학원","12","13","8","1","8","1","1"
"20241","11110530","사직동","CS200005","스포츠 강습","26","26","12","3","4","1","0"
"20241","11110530","사직동","CS200006","일반의원","46","46","2","1","0","0","0"
"20241","11110530","사직동","CS200007","치과의원","26","26","8","2","0","0","0"
"20241","11110530","사직동","CS200008","한의원","15","15","7","1","7","1","0"
"20241","11110530","사직동","CS200009","동물병원","1","1","0","0","0","0","0"
"20241","11110530","사직동","CS200010","변호사사무소","61","61","3","2","2","1","0"
"20241","11110530","사직동","CS200011","변리사사무소","9","9","0","0","0","0","0"
"20241","11110530","사직동","CS200012","법무사사무소","6","6","0","0","0","0","0"
"20241","11110530","사직동","CS200013","기타법무서비스","26","26","0","0","0","0","0"
"20241","11110530","사직동","CS200014","회계사사무소","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS200015","세무사사무소","35","35","3","1","3","1","0"
"20241","11110530","사직동","CS200016","당구장","10","10","0","0","0","0","0"
"20241","11110530","사직동","CS200017","골프연습장","3","3","0","0","0","0","0"
"20241","11110530","사직동","CS200019","PC방","1","1","0","0","0","0","0"
"20241","11110530","사직동","CS200021","기타오락장","2","2","0","0","0","0","0"
"20241","11110530","사직동","CS200022","복권방","3","3","0","0","0","0","0"
"20241","11110530","사직동","CS200023","통신기기수리","2","2","0","0","0","0","0"
"20241","11110530","사직동","CS200024","스포츠클럽","21","22","0","0","5","1","1"
"20241","11110530","사직동","CS200025","자동차수리","2","5","0","0","0","0","3"
"20241","11110530","사직동","CS200026","자동차미용","1","1","0","0","0","0","0"
"20241","11110530","사직동","CS200027","모터사이클수리","1","1","0","0","0","0","0"
"20241","11110530","사직동","CS200028","미용실","34","34","0","0","0","0","0"
"20241","11110530","사직동","CS200029","네일숍","14","14","7","1","7","1","0"
"20241","11110530","사직동","CS200030","피부관리실","25","27","7","2","4","1","2"
"20241","11110530","사직동","CS200031","세탁소","9","10","10","1","30","3","1"
"20241","11110530","사직동","CS200032","가전제품수리","1","1","0","0","0","0","0"
"20241","11110530","사직동","CS200033","부동산중개업","96","96","0","0","4","4","0"
"20241","11110530","사직동","CS200034","여관","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS200035","게스트하우스","32","33","3","1","6","2","1"
"20241","11110530","사직동","CS200036","고시원","1","1","0","0","0","0","0"
"20241","11110530","사직동","CS200037","노래방","9","9","0","0","0","0","0"
"20241","11110530","사직동","CS200038","독서실","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS200040","녹음실","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS200041","사진관","19","19","0","0","5","1","0"
"20241","11110530","사직동","CS200042","통번역서비스","18","18","0","0","6","1","0"
"20241","11110530","사직동","CS200043","건축물청소","15","15","0","0","0","0","0"
"20241","11110530","사직동","CS200044","여행사","448","448","1","4","0","1","0"
"20241","11110530","사직동","CS200046","의류임대","34","34","0","0","0","0","0"
"20241","11110530","사직동","CS200047","가정용품임대","4","4","0","0","0","0","0"
"20241","11110530","사직동","CS300001","슈퍼마켓","25","34","0","0","3","1","9"
"20241","11110530","사직동","CS300002","편의점","3","32","6","2","0","0","29"
"20241","11110530","사직동","CS300003","컴퓨터및주변장치판매","25","25","0","0","0","0","0"
"20241","11110530","사직동","CS300004","핸드폰","18","18","0","0","0","0","0"
"20241","11110530","사직동","CS300006","미곡판매","6","6","0","0","17","1","0"
"20241","11110530","사직동","CS300007","육류판매","6","6","0","0","0","0","0"
"20241","11110530","사직동","CS300008","수산물판매","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS300009","청과상","13","14","0","0","0","0","1"
"20241","11110530","사직동","CS300010","반찬가게","37","37","0","0","3","1","0"
"20241","11110530","사직동","CS300011","일반의류","83","84","4","3","1","1","1"
"20241","11110530","사직동","CS300012","한복점","2","2","0","0","0","0","0"
"20241","11110530","사직동","CS300013","유아의류","4","4","0","0","0","0","0"
"20241","11110530","사직동","CS300014","신발","8","8","0","0","0","0","0"
"20241","11110530","사직동","CS300015","가방","7","7","0","0","0","0","0"
"20241","11110530","사직동","CS300016","안경","7","8","0","0","0","0","1"
"20241","11110530","사직동","CS300017","시계및귀금속","17","17","0","0","0","0","0"
"20241","11110530","사직동","CS300018","의약품","17","20","0","0","5","1","3"
"20241","11110530","사직동","CS300019","의료기기","9","9","0","0","0","0","0"
"20241","11110530","사직동","CS300020","서적","26","26","4","1","8","2","0"
"20241","11110530","사직동","CS300021","문구","20","25","8","2","0","0","5"
"20241","11110530","사직동","CS300022","화장품","54","56","0","0","2","1","2"
"20241","11110530","사직동","CS300023","미용재료","2","2","0","0","0","0","0"
"20241","11110530","사직동","CS300024","운동/경기용품","12","12","8","1","0","0","0"
"20241","11110530","사직동","CS300026","완구","2","2","0","0","0","0","0"
"20241","11110530","사직동","CS300027","섬유제품","4","4","0","0","0","0","0"
"20241","11110530","사직동","CS300028","화초","35","35","3","1","6","2","0"
"20241","11110530","사직동","CS300029","애완동물","4","4","0","0","0","0","0"
"20241","11110530","사직동","CS300031","가구","5","5","20","1","0","0","0"
"20241","11110530","사직동","CS300032","가전제품","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS300033","철물점","6","6","0","0","0","0","0"
"20241","11110530","사직동","CS300034","악기","4","4","0","0","0","0","0"
"20241","11110530","사직동","CS300035","인테리어","6","6","0","0","0","0","0"
"20241","11110530","사직동","CS300036","조명용품","23","23","0","0","0","0","0"
"20241","11110530","사직동","CS300038","자동차부품","9","9","0","0","0","0","0"
"20241","11110530","사직동","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"20241","11110530","사직동","CS300040","재생용품 판매점","5","5","0","0","0","0","0"
"20241","11110530","사직동","CS300041","예술품","39","39","3","1","3","1","0"
"20241","11110530","사직동","CS300042","주유소","2","2","0","0","0","0","0"
"20241","11110530","사직동","CS300043","전자상거래업","51","51","0","0","4","2","0"
"20241","11110540","삼청동","CS100001","한식음식점","70","73","4","3","1","1","3"
"20241","11110540","삼청동","CS100002","중식음식점","4","4","0","0","0","0","0"
"20241","11110540","삼청동","CS100003","일식음식점","9","9","11","1","0","0","0"
"20241","11110540","삼청동","CS100004","양식음식점","44","44","0","0","5","2","0"
"20241","11110540","삼청동","CS100005","제과점","13","13","0","0","0","0","0"
"20241","11110540","삼청동","CS100006","패스트푸드점","6","9","0","0","0","0","3"
"20241","11110540","삼청동","CS100007","치킨전문점","0","2","0","0","50","1","2"
"20241","11110540","삼청동","CS100008","분식전문점","15","19","5","1","11","2","4"
"20241","11110540","삼청동","CS100009","호프-간이주점","13","15","7","1","7","1","2"
"20241","11110540","삼청동","CS100010","커피-음료","89","100","3","3","4","4","11"
"20241","11110540","삼청동","CS200001","일반교습학원","1","1","100","1","0","0","0"
"20241","11110540","삼청동","CS200003","예술학원","3","4","0","0","0","0","1"
"20241","11110540","삼청동","CS200005","스포츠 강습","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS200006","일반의원","3","3","0","0","0","0","0"
"20241","11110540","삼청동","CS200007","치과의원","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS200008","한의원","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS200010","변호사사무소","3","3","0","0","0","0","0"
"20241","11110540","삼청동","CS200011","변리사사무소","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS200013","기타법무서비스","5","5","0","0","0","0","0"
"20241","11110540","삼청동","CS200015","세무사사무소","2","2","50","1","0","0","0"
"20241","11110540","삼청동","CS200016","당구장","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS200021","기타오락장","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS200024","스포츠클럽","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS200028","미용실","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS200029","네일숍","3","3","0","0","0","0","0"
"20241","11110540","삼청동","CS200030","피부관리실","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS200031","세탁소","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS200033","부동산중개업","16","16","0","0","6","1","0"
"20241","11110540","삼청동","CS200034","여관","5","5","0","0","0","0","0"
"20241","11110540","삼청동","CS200035","게스트하우스","24","24","0","0","0","0","0"
"20241","11110540","삼청동","CS200038","독서실","3","3","0","0","0","0","0"
"20241","11110540","삼청동","CS200041","사진관","17","17","0","0","0","0","0"
"20241","11110540","삼청동","CS200042","통번역서비스","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS200043","건축물청소","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS200044","여행사","9","9","0","0","0","0","0"
"20241","11110540","삼청동","CS200046","의류임대","20","20","0","0","0","0","0"
"20241","11110540","삼청동","CS200047","가정용품임대","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS300001","슈퍼마켓","7","9","0","0","0","0","2"
"20241","11110540","삼청동","CS300002","편의점","1","9","0","0","0","0","8"
"20241","11110540","삼청동","CS300003","컴퓨터및주변장치판매","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS300005","주류도매","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS300006","미곡판매","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS300007","육류판매","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS300008","수산물판매","3","3","0","0","0","0","0"
"20241","11110540","삼청동","CS300010","반찬가게","9","10","0","0","0","0","1"
"20241","11110540","삼청동","CS300011","일반의류","69","69","4","3","4","3","0"
"20241","11110540","삼청동","CS300012","한복점","3","3","0","0","0","0","0"
"20241","11110540","삼청동","CS300013","유아의류","2","2","0","0","0","0","0"
"20241","11110540","삼청동","CS300014","신발","9","9","0","0","0","0","0"
"20241","11110540","삼청동","CS300015","가방","4","5","0","0","20","1","1"
"20241","11110540","삼청동","CS300017","시계및귀금속","13","13","0","0","0","0","0"
"20241","11110540","삼청동","CS300018","의약품","5","5","0","0","0","0","0"
"20241","11110540","삼청동","CS300019","의료기기","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS300020","서적","3","3","0","0","0","0","0"
"20241","11110540","삼청동","CS300021","문구","4","5","0","0","0","0","1"
"20241","11110540","삼청동","CS300022","화장품","24","27","0","0","0","0","3"
"20241","11110540","삼청동","CS300023","미용재료","1","1","100","1","0","0","0"
"20241","11110540","삼청동","CS300024","운동/경기용품","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS300026","완구","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS300027","섬유제품","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS300028","화초","10","10","0","0","0","0","0"
"20241","11110540","삼청동","CS300031","가구","4","4","0","0","0","0","0"
"20241","11110540","삼청동","CS300033","철물점","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS300035","인테리어","6","6","0","0","0","0","0"
"20241","11110540","삼청동","CS300040","재생용품 판매점","1","1","0","0","0","0","0"
"20241","11110540","삼청동","CS300041","예술품","104","104","0","0","3","3","0"
"20241","11110540","삼청동","CS300043","전자상거래업","16","16","0","0","6","1","0"
"20241","11110550","부암동","CS100001","한식음식점","31","33","3","1","0","0","2"
"20241","11110550","부암동","CS100002","중식음식점","6","6","0","0","0","0","0"
"20241","11110550","부암동","CS100003","일식음식점","3","3","0","0","0","0","0"
"20241","11110550","부암동","CS100004","양식음식점","10","10","0","0","0","0","0"
"20241","11110550","부암동","CS100005","제과점","14","14","0","0","0","0","0"
"20241","11110550","부암동","CS100006","패스트푸드점","6","8","0","0","0","0","2"
"20241","11110550","부암동","CS100007","치킨전문점","1","2","0","0","0","0","1"
"20241","11110550","부암동","CS100008","분식전문점","7","10","0","0","10","1","3"
"20241","11110550","부암동","CS100009","호프-간이주점","8","8","0","0","0","0","0"
"20241","11110550","부암동","CS100010","커피-음료","43","47","4","2","2","1","4"
"20241","11110550","부암동","CS200001","일반교습학원","26","27","0","0","0","0","1"
"20241","11110550","부암동","CS200002","외국어학원","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS200003","예술학원","11","11","0","0","9","1","0"
"20241","11110550","부암동","CS200005","스포츠 강습","7","7","0","0","0","0","0"
"20241","11110550","부암동","CS200006","일반의원","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200007","치과의원","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS200008","한의원","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS200009","동물병원","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS200010","변호사사무소","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200013","기타법무서비스","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200015","세무사사무소","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200016","당구장","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200017","골프연습장","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200022","복권방","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200024","스포츠클럽","5","5","20","1","0","0","0"
"20241","11110550","부암동","CS200025","자동차수리","3","6","0","0","0","0","3"
"20241","11110550","부암동","CS200026","자동차미용","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200028","미용실","10","10","0","0","0","0","0"
"20241","11110550","부암동","CS200030","피부관리실","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS200031","세탁소","7","9","11","1","0","0","2"
"20241","11110550","부암동","CS200032","가전제품수리","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200033","부동산중개업","24","24","0","0","0","0","0"
"20241","11110550","부암동","CS200034","여관","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS200035","게스트하우스","8","8","0","0","13","1","0"
"20241","11110550","부암동","CS200037","노래방","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200038","독서실","5","5","40","2","0","0","0"
"20241","11110550","부암동","CS200041","사진관","8","8","0","0","13","1","0"
"20241","11110550","부암동","CS200042","통번역서비스","6","6","0","0","17","1","0"
"20241","11110550","부암동","CS200043","건축물청소","3","4","0","0","0","0","1"
"20241","11110550","부암동","CS200044","여행사","9","9","0","0","11","1","0"
"20241","11110550","부암동","CS200046","의류임대","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS200047","가정용품임대","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300001","슈퍼마켓","7","8","0","0","50","4","1"
"20241","11110550","부암동","CS300002","편의점","4","10","20","2","0","0","6"
"20241","11110550","부암동","CS300003","컴퓨터및주변장치판매","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS300004","핸드폰","1","1","100","1","0","0","0"
"20241","11110550","부암동","CS300005","주류도매","3","3","0","0","0","0","0"
"20241","11110550","부암동","CS300006","미곡판매","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS300008","수산물판매","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300009","청과상","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS300010","반찬가게","9","9","0","0","0","0","0"
"20241","11110550","부암동","CS300011","일반의류","20","20","0","0","0","0","0"
"20241","11110550","부암동","CS300012","한복점","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300013","유아의류","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300014","신발","1","1","100","1","0","0","0"
"20241","11110550","부암동","CS300015","가방","3","3","0","0","0","0","0"
"20241","11110550","부암동","CS300017","시계및귀금속","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS300018","의약품","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS300019","의료기기","2","2","0","0","0","0","0"
"20241","11110550","부암동","CS300020","서적","7","7","0","0","0","0","0"
"20241","11110550","부암동","CS300021","문구","2","3","0","0","0","0","1"
"20241","11110550","부암동","CS300022","화장품","6","6","0","0","0","0","0"
"20241","11110550","부암동","CS300023","미용재료","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300024","운동/경기용품","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300025","자전거 및 기타운송장비","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300027","섬유제품","3","3","0","0","0","0","0"
"20241","11110550","부암동","CS300028","화초","16","16","0","0","0","0","0"
"20241","11110550","부암동","CS300029","애완동물","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300030","중고가구","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300031","가구","3","3","0","0","0","0","0"
"20241","11110550","부암동","CS300032","가전제품","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300033","철물점","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300035","인테리어","2","2","50","1","0","0","0"
"20241","11110550","부암동","CS300036","조명용품","5","5","0","0","0","0","0"
"20241","11110550","부암동","CS300038","자동차부품","3","3","0","0","0","0","0"
"20241","11110550","부암동","CS300039","모터사이클및부품","1","1","0","0","0","0","0"
"20241","11110550","부암동","CS300041","예술품","15","15","0","0","7","1","0"
"20241","11110550","부암동","CS300042","주유소","3","3","0","0","0","0","0"
"20241","11110550","부암동","CS300043","전자상거래업","29","29","0","0","10","3","0"
"20241","11110560","평창동","CS100001","한식음식점","46","50","0","0","0","0","4"
"20241","11110560","평창동","CS100002","중식음식점","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS100003","일식음식점","3","4","25","1","0","0","1"
"20241","11110560","평창동","CS100004","양식음식점","9","9","0","0","0","0","0"
"20241","11110560","평창동","CS100005","제과점","7","9","0","0","0","0","2"
"20241","11110560","평창동","CS100006","패스트푸드점","3","6","0","0","17","1","3"
"20241","11110560","평창동","CS100007","치킨전문점","0","2","0","0","0","0","2"
"20241","11110560","평창동","CS100008","분식전문점","8","11","9","1","9","1","3"
"20241","11110560","평창동","CS100009","호프-간이주점","21","24","4","1","0","0","3"
"20241","11110560","평창동","CS100010","커피-음료","24","28","7","2","0","0","4"
"20241","11110560","평창동","CS200001","일반교습학원","42","42","5","2","0","0","0"
"20241","11110560","평창동","CS200002","외국어학원","3","3","0","0","0","0","0"
"20241","11110560","평창동","CS200003","예술학원","13","13","0","0","15","2","0"
"20241","11110560","평창동","CS200005","스포츠 강습","14","14","0","0","0","0","0"
"20241","11110560","평창동","CS200006","일반의원","4","4","0","0","0","0","0"
"20241","11110560","평창동","CS200007","치과의원","4","4","0","0","0","0","0"
"20241","11110560","평창동","CS200008","한의원","6","6","0","0","0","0","0"
"20241","11110560","평창동","CS200009","동물병원","1","1","0","0","0","0","0"
"20241","11110560","평창동","CS200010","변호사사무소","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS200013","기타법무서비스","3","3","0","0","0","0","0"
"20241","11110560","평창동","CS200016","당구장","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS200017","골프연습장","2","3","0","0","0","0","1"
"20241","11110560","평창동","CS200019","PC방","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS200021","기타오락장","1","1","0","0","0","0","0"
"20241","11110560","평창동","CS200022","복권방","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS200024","스포츠클럽","8","8","13","1","13","1","0"
"20241","11110560","평창동","CS200025","자동차수리","5","6","0","0","0","0","1"
"20241","11110560","평창동","CS200028","미용실","17","17","0","0","0","0","0"
"20241","11110560","평창동","CS200029","네일숍","3","3","0","0","0","0","0"
"20241","11110560","평창동","CS200030","피부관리실","9","9","0","0","0","0","0"
"20241","11110560","평창동","CS200031","세탁소","7","8","0","0","0","0","1"
"20241","11110560","평창동","CS200032","가전제품수리","2","2","0","0","50","1","0"
"20241","11110560","평창동","CS200033","부동산중개업","55","55","0","0","4","2","0"
"20241","11110560","평창동","CS200034","여관","3","3","0","0","0","0","0"
"20241","11110560","평창동","CS200035","게스트하우스","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS200037","노래방","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS200038","독서실","5","5","40","2","0","0","0"
"20241","11110560","평창동","CS200040","녹음실","2","2","0","0","0","0","0"
"20241","11110560","평창동","CS200041","사진관","17","17","12","2","6","1","0"
"20241","11110560","평창동","CS200042","통번역서비스","8","8","0","0","0","0","0"
"20241","11110560","평창동","CS200043","건축물청소","4","4","0","0","0","0","0"
"20241","11110560","평창동","CS200044","여행사","7","7","0","0","0","0","0"
"20241","11110560","평창동","CS200046","의류임대","1","1","0","0","0","0","0"
"20241","11110560","평창동","CS300001","슈퍼마켓","11","14","0","0","0","0","3"
"20241","11110560","평창동","CS300002","편의점","3","15","0","0","0","0","12"
