quarter,area_code,purpose,area_name,area_type_name,primary_admin_name,primary_district_name,ratio_08,ratio_14,ratio_19,minimum_period_ratio,mean_period_ratio,access_tier,purpose_store_count,purpose_sales_amount,purpose_time_fit_amount,purpose_store_share,purpose_sales_share,purpose_time_fit_share,store_count_percentile,store_share_percentile,sales_amount_percentile,sales_share_percentile,time_fit_percentile,purpose_supply_score,current_sales_signal,lagged_sales_signal,path_v0_score,purpose_rank,source_year,source_dataset,mapping_method,purpose_industry_scope,historical_2025_use_allowed
20254,3110012,공부,성곡미술관,골목상권,사직동,종로구,0.7994011976047904,0.7754491017964071,0.7934131736526946,0.7754491017964071,0.7894211576846307,base_50pct_all_periods,8.0,0.0,0.0,0.0909090909090909,0.0,0.0,47.837150127226465,59.541984732824424,24.61832061068702,24.61832061068702,25.19083969465649,51.93384223918575,24.76145038167939,64.09033078880407,55.58078880407125,347.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110013,공부,체부동홍종문가옥,골목상권,사직동,종로구,0.7514970059880239,0.6916167664670658,0.7275449101796407,0.6916167664670658,0.7235528942115769,base_50pct_all_periods,3.0,0.0,0.0,0.125,0.0,0.0,23.346055979643765,73.34605597964376,24.61832061068702,24.61832061068702,25.19083969465649,40.846055979643765,24.76145038167939,24.236641221374047,35.863231552162844,528.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110015,공부,청와대사랑채,골목상권,청운효자동,종로구,0.7514970059880239,0.6916167664670658,0.7275449101796407,0.6916167664670658,0.7235528942115769,base_50pct_all_periods,0.0,0.0,0.0,0.0,0.0,0.0,4.134860050890586,4.134860050890586,24.61832061068702,24.61832061068702,25.19083969465649,4.134860050890586,24.76145038167939,24.236641221374047,10.165394402035624,723.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110017,공부,정독도서관,골목상권,가회동,종로구,0.6676646706586826,0.5538922155688623,0.6317365269461078,0.5538922155688623,0.6177644710578841,base_50pct_all_periods,0.0,0.0,0.0,0.0,0.0,0.0,4.134860050890586,4.134860050890586,24.61832061068702,24.61832061068702,25.19083969465649,4.134860050890586,24.76145038167939,24.236641221374047,10.165394402035624,723.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110018,공부,중앙고등학교,골목상권,가회동,종로구,0.8143712574850299,0.7485029940119761,0.7904191616766467,0.7485029940119761,0.7844311377245509,base_50pct_all_periods,14.0,1400254.0,968076.0,0.1102362204724409,0.0005711153386264,0.6913574251528651,66.41221374045801,67.68447837150127,49.23664122137404,50.89058524173028,90.33078880407125,66.85750636132316,59.92366412213739,67.12786259541986,66.93861323155217,245.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110019,공부,창덕궁,골목상권,종로1·2·3·4가동,종로구,0.94311377245509,0.9640718562874252,0.9760479041916168,0.94311377245509,0.9610778443113772,core_80pct_all_periods,4.0,0.0,0.0,0.0240963855421686,0.0,0.0,28.498727735368956,18.447837150127228,24.61832061068702,24.61832061068702,25.19083969465649,24.980916030534353,24.76145038167939,24.236641221374047,24.75763358778626,620.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110020,공부,서울국제고등학교,골목상권,혜화동,종로구,0.6916167664670658,0.6227544910179641,0.6706586826347305,0.6227544910179641,0.6616766467065868,base_50pct_all_periods,6.0,0.0,0.0,0.0588235294117647,0.0,0.0,39.24936386768448,41.157760814249365,24.61832061068702,24.61832061068702,25.19083969465649,39.91730279898219,24.76145038167939,24.236641221374047,35.213104325699746,533.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110021,공부,성균관대학교,골목상권,혜화동,종로구,0.8682634730538922,0.8473053892215568,0.8892215568862275,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,5.0,0.0,0.0,0.045045045045045,0.0,0.0,33.778625954198475,30.407124681933844,24.61832061068702,24.61832061068702,25.19083969465649,32.598600508905854,24.76145038167939,24.236641221374047,30.090012722646307,577.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110022,공부,경신고등학교,골목상권,혜화동,종로구,0.8053892215568862,0.7604790419161677,0.8053892215568862,0.7604790419161677,0.7904191616766467,base_50pct_all_periods,14.0,365979784.0,186764621.0,0.2,0.6712747319158466,0.5103140369086616,66.41221374045801,88.67684478371501,79.00763358778626,98.21882951653944,75.06361323155217,74.20483460559797,82.82442748091603,78.40330788804071,75.46437659033079,159.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110023,공부,서울대병원,골목상권,이화동,종로구,0.8682634730538922,0.8473053892215568,0.8892215568862275,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,1.0,0.0,0.0,0.0384615384615384,0.0,0.0,12.02290076335878,26.78117048346056,24.61832061068702,24.61832061068702,25.19083969465649,17.1882951653944,24.76145038167939,24.236641221374047,19.302798982188293,679.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110024,공부,혜회동주민센터,골목상권,혜화동,종로구,0.8682634730538922,0.8473053892215568,0.8892215568862275,0.8473053892215568,0.8682634730538922,core_80pct_all_periods,10.0,164205824.0,95790770.0,0.1538461538461538,0.0789370091726219,0.5833579325420273,55.534351145038165,80.6615776081425,71.50127226463104,80.53435114503816,82.06106870229007,64.32888040712467,76.39949109414758,70.29262086513994,66.11800254452925,255.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110025,공부,충신시장옆,골목상권,종로5·6가동,종로구,0.9281437125748504,0.9311377245508982,0.9610778443113772,0.9281437125748504,0.940119760479042,core_80pct_all_periods,5.0,0.0,0.0,0.087719298245614,0.0,0.0,33.778625954198475,58.524173027989825,24.61832061068702,24.61832061068702,25.19083969465649,42.43956743002545,24.76145038167939,24.236641221374047,36.978689567430024,513.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
20254,3110026,공부,종로5가역 4번,골목상권,종로5·6가동,종로구,0.9491017964071856,0.9580838323353292,0.9790419161676648,0.9491017964071856,0.9620758483033932,core_80pct_all_periods,3.0,3369516.0,3351489.0,0.125,1.0,0.9946499734679995,23.346055979643765,73.34605597964376,50.0,99.80916030534353,98.47328244274809,40.846055979643765,74.5706106870229,73.82315521628499,50.739185750636125,389.0,2025,서울시 상권분석서비스(점포-상권),상권코드 직접 결합,독서실·서적·문구·학원 업종,True
