area_code,area_name,primary_district_name,minimum_period_ratio,access_tier,study_stay_current_score,study_stay_current_rank,study_public_inside_count,study_public_nearby_only_count,study_cafe_inside_count,movement_inflow_commute,movement_inflow_hospital,movement_inflow_other,movement_inflow_return_home,movement_inflow_school,movement_inflow_shopping,movement_inflow_tourism,movement_inflow_total,movement_school_share,movement_nonroutine_share,movement_commute_return_share,integration_segment,study_score_q75,movement_school_share_q75,movement_context_usage
3130064,금남시장,성동구,0.907185628742515,core_80pct_all_periods,37.01654185895761,469,0,2,0.0,16752.534342210358,0.0,73674.69902905924,117142.78223405349,2418.2760262194874,0.0,0.0,209988.29163154255,0.011516242202983073,0.36236770376129257,0.6376322962387075,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130066,행당시장상점가,성동구,0.997005988023952,core_80pct_all_periods,36.97773536895674,470,0,2,0.0,110579.99568849796,0.0,477433.2524564708,186135.22383380836,33004.39394200079,0.0,0.0,807152.8659207779,0.040889892529032,0.6323927820242307,0.36760721797576934,demand_signal_feature_gap,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130100,답십리시장,동대문구,1.0,core_80pct_all_periods,36.90521628498728,471,0,0,0.0,20409.60772599004,0.0,77579.66443015164,111869.87643422172,1684.0108185676504,0.0,0.0,211543.15940893104,0.00796060162509114,0.37469268904836495,0.6253073109516352,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110061,효창동주민센터,용산구,0.4940119760479042,exploration_25pct_all_periods,36.885080157509265,472,0,4,0.0,50260.2684191447,0.0,175454.938222494,177136.92466602853,9931.524195213236,0.0,0.0,412783.65550288046,0.02405987752376967,0.4491128947241313,0.5508871052758687,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110571,신수동주민센터,마포구,0.3293413173652694,exploration_25pct_all_periods,36.87720953182597,473,0,1,0.0,60110.3471295435,0.0,182636.76347341193,289578.0083336046,10561.805793711694,0.0,0.0,542886.9247302718,0.019454890719571533,0.3558725776332014,0.6441274223667984,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110051,한양공고앞 교차로,중구,0.9880239520958084,core_80pct_all_periods,36.8694864501398,474,0,3,0.0,13851.500417191712,0.0,55890.42344830162,15181.281866657398,1484.7634223832215,0.0,1679.6975953660587,88087.66674990002,0.01685551992878625,0.6704103610068424,0.3295896389931575,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130158,상계역전종합상가,노원구,0.5329341317365269,base_50pct_all_periods,36.86641947000261,475,0,1,0.0,21439.61804696048,0.0,83613.84462700819,128233.48175979784,1900.5387842095688,0.0,0.0,235187.48321797609,0.00808095209066936,0.3636009120942948,0.6363990879057051,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3130112,사가정시장,중랑구,0.9910179640718564,core_80pct_all_periods,36.7589058524173,476,0,0,0.0,24506.24666394393,0.0,97363.5447389069,106673.12276318393,3878.6477863137693,0.0,0.0,232421.5619523485,0.016687986061762104,0.4355972469799404,0.5644027530200597,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110283,성북초등학교앞,성북구,0.5449101796407185,base_50pct_all_periods,36.7412682978744,477,0,1,0.0,19727.58893815122,0.0,103854.63406502431,60056.69479976427,4402.564893426808,0.0,0.0,188041.4826963666,0.023412732288096746,0.5757091329324159,0.42429086706758407,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110331,돌곶이역 8번,성북구,0.9730538922155688,core_80pct_all_periods,36.720737913486005,478,0,0,0.0,12575.281357708567,0.0,60297.97073569468,69981.87231274582,1998.2709172325428,0.0,0.0,144853.39532338164,0.013795126533081618,0.4300640762603624,0.5699359237396374,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110990,청담역 12번,강남구,0.7395209580838323,base_50pct_all_periods,36.720737913486005,479,0,0,0.0,79954.02723989327,0.0,195353.22512175282,74482.86495243091,8888.216874793785,143.04170771549235,38.339038832596785,358859.71493541886,0.024767942749977737,0.5692469021554616,0.4303544972165989,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110048,장충동주민센터,중구,0.9850299401197604,core_80pct_all_periods,36.69164030224751,480,0,5,0.0,34761.82427421373,0.0,108048.09965435065,28438.515845136917,2187.157178553583,0.0,367.1441652392265,173802.74111749412,0.01258413512060216,0.6363674145010982,0.36363258549890165,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110164,아차산역 5번,광진구,0.9011976047904192,core_80pct_all_periods,36.684875047165704,481,0,3,0.0,38763.817479047495,0.0,186323.18658634857,93102.32243178456,5222.563219825337,0.0,0.0,323411.88971700595,0.01614833401578161,0.5922656398742222,0.40773436012577785,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110275,하나은행 망우동지점,중랑구,0.6047904191616766,base_50pct_all_periods,36.68438887760137,482,0,1,0.0,41183.29163188958,0.0,167437.33873646802,165887.72615628794,9261.72368133608,0.0,0.0,383770.0802059817,0.02413352202017681,0.4604294902900301,0.5395705097099698,monitor,50.85121336796989,0.02302566559847529,destination-context-proxy-only
3110147,능동우편취급국,광진구,0.9461077844311376,core_80pct_all_periods,36.66819682277698,483,1,0,0.0,30782.597467153257,0.0,117637.82533626028,101759.64114226791,16207.93720668515,0.0,0.0,266388.0011523666,0.06084334555825079,0.5024466641287997,0.49755333587120043,demand_signal_feature_gap,50.85121336796989,0.02302566559847529,destination-context-proxy-only
